,station_name,installed_capacity,planned_capacity,winter_valley_18_19,winter_peak_18_19,summer_valley_18_19,summer_peak_18_19,winter_valley_16_17,winter_peak_16_17,summer_valley_16_17,summer_peak_16_17
4670,Inchicore North,,1.9,0.7,1.3,1.6,2.3,0.7,1.5,,
4671,Inchicore North,,0.8,0.0,0.5,0.6,0.5,0.0,0.5,,
4672,Inchicore North,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,
4673,Inchicore North,,1.8,0.2,1.1,0.4,0.3,0.1,0.4,,
4674,Inchicore North,,0.0,0.0,0.0,1.1,0.5,0.1,0.7,,
4675,Inchicore North,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4676,Inchicore North,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4677,Inchinashing,,4.3,3.9,4.8,,,,,,
4678,Inchinashing,,2.2,1.5,2.6,,,,,,
4679,Inchinashing,,2.2,2.4,2.2,,,,,,
4680,Island,,6.3,8.2,10.4,,,,,,
4681,Island,,3.1,4.7,5.3,,,,,,
4682,Island,,3.1,3.5,5.1,,,,,,
4683,Jenkinstown,,3.8,1.6,2.8,,,,,,
4684,Jenkinstown,,1.9,0.8,1.4,,,,,,
4685,Jenkinstown,,1.9,0.8,1.4,,,,,,
4686,Jenkinstown,,3.8,1.6,2.8,3.6,5.1,1.6,2.9,,
4687,Jenkinstown,,0.6,0.3,1.8,0.5,0.6,0.3,0.5,,
4688,Jenkinstown,,1.9,0.8,0.0,1.8,2.6,0.7,1.4,,
4689,Jenkinstown,,0.6,0.2,0.4,0.5,0.7,0.2,0.4,,
4690,Jenkinstown,,0.7,0.3,0.6,0.7,1.1,0.4,0.6,,
4691,Johnstown,{10.28},13.9,5.2,10.4,,,,,,
4692,Johnstown,,7.4,2.7,5.7,,,,,,
4693,Johnstown,,6.5,2.5,4.7,,,,,,
4694,Johnstown,{10.28},,,,,,,,,
4695,Johnstown,,13.9,5.2,10.4,6.9,13.9,4.7,10.4,,
4696,Johnstown,,7.4,2.7,5.7,1.6,7.8,2.7,5.7,,
4697,Johnstown,,6.8,3.1,6.1,1.6,7.8,3.2,6.2,,
4698,Johnstown,,1.8,0.4,1.3,1.6,1.8,0.5,1.3,,
4699,Johnstown,,2.2,1.8,2.7,0.0,3.0,1.6,2.6,,
4700,Johnstown,,2.9,0.9,2.2,0.0,3.0,1.1,2.3,,
4701,Johnstown,,6.5,2.5,4.7,5.3,6.1,2.0,4.6,,
4702,Johnstown,,5.9,2.4,4.6,5.2,6.0,2.0,4.5,,
4703,Johnstown,,3.9,1.7,3.5,3.8,3.5,1.3,3.4,,
4713,Johnstown,,,1.8,2.6,0.7,1.1,1.4,2.5,0.7,1.1
4714,Johnstown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4715,Johnstown,,,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
4716,Julianstown,10,9,6.1,8.3,2.4,4.2,5.3,8.0,2.4,4.2
4717,Julianstown,5,4.5,3.0,4.2,1.2,2.1,2.6,3.9,2.4,4.2
4718,Julianstown,5,4.5,3.0,4.2,1.2,2.1,2.7,4.0,0.0,0.0
4719,Julianstown,T421∥T422,,6.0,8.4,2.5,4.1,5.4,8.2,2.5,3.9
4720,Julianstown,,,1.8,2.4,0.9,1.6,1.6,2.3,0.8,1.4
4721,Julianstown,,,3.0,3.9,1.1,0.9,2.3,3.1,0.9,1.6
4722,Julianstown,,,1.2,2.0,0.5,1.7,1.0,2.0,0.6,0.5
4723,Julianstown,,,0.0,0.0,0.0,0.0,0.5,0.7,0.2,0.4
4724,Kanturk,10,9,7.4,9.2,3.5,6.4,7.1,10.1,2.7,6.1
4725,Kanturk,5,4.5,3.7,4.6,1.7,3.2,3.5,5.2,1.3,3.1
4726,Kanturk,5,4.5,3.7,4.6,1.7,3.2,3.5,4.9,1.3,3.0
4727,Kanturk,,,7.4,9.2,3.5,6.3,7.1,10.1,2.7,6.1
4728,Kanturk,,,1.0,1.2,0.4,0.8,0.9,1.3,0.5,0.7
4729,Kanturk,,,2.9,2.8,1.6,2.8,2.7,2.9,0.7,2.8
4730,Kanturk,,,1.3,1.8,0.5,1.0,1.1,2.0,0.5,1.0
4731,Kanturk,,,1.3,1.9,0.6,1.0,1.4,2.5,0.7,1.0
4732,Kanturk,,,1.0,1.5,0.4,0.8,0.9,1.5,0.4,0.7
4733,Kealkill,,,,,,,,,,
4734,Kealkill,,,,,,,,,,
4735,Keelnagore,,,,,,,,,,
4736,Keelnagore,,,,,,,,,,
4737,Keelnagore,,,,,,,,,,
4738,Keenahone,,,,,,,,,,
4739,Keenahone,,,,,,,,,,
4740,Kells,10,9,5.0,5.7,1.8,3.9,4.8,5.7,1.7,3.8
4741,Kells,5,4.5,2.5,2.8,0.9,1.9,2.3,2.7,0.9,2.0
4742,Kells,5,4.5,2.5,2.8,0.9,1.9,2.5,2.9,0.8,1.8
4743,Kells,,,4.8,5.8,1.4,2.0,5.0,5.7,1.0,2.0
4744,Kells,,,0.7,1.0,0.0,0.0,0.7,1.1,,
4745,Kells,,,1.5,1.4,0.0,0.0,2.0,1.7,,
4746,Kells,,,1.4,1.7,0.5,1.0,1.2,1.5,0.4,1.0
4747,Kells,,,0.5,0.7,0.4,0.4,0.5,0.5,0.2,0.4
4748,Kells,,,0.8,1.0,0.5,0.6,0.7,1.0,0.4,0.6
4749,Kenmare,10,10,3.4,3.9,1.7,4.6,3.1,3.7,1.7,3.2
4750,Kenmare,5,5,1.7,1.8,0.8,1.8,1.7,1.8,0.9,1.8
4751,Kenmare,,,1.7,1.8,0.0,0.0,1.7,1.7,0.0,0.0
4752,Kenmare,,,1.7,1.8,0.0,0.0,1.7,1.7,0.0,0.0
4753,Kenmare,5,5,1.6,2.1,0.9,2.8,1.4,1.9,0.8,1.4
4754,Kenmare,,,1.6,2.2,0.9,2.9,1.3,2.1,0.0,0.0
4755,Kenmare,,,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
4756,Kenmare,,,1.5,2.1,0.9,2.9,1.2,2.0,0.0,0.0
4757,Kilbarry,126,113.4,39.9,50.3,22.1,45.1,,,,
4758,Kilbarry,63,56.7,19.9,25.2,11.0,22.5,,,,
4759,Kilbarry,63,56.7,19.9,25.2,11.0,22.5,,,,
4760,Kilbarry,T142∥T143,,45.9,56.6,21.8,44.3,36.3,49.2,13.9,28.7
4761,Kilbarry,,,5.2,5.7,2.2,5.3,6.3,6.3,1.9,5.5
4762,Kilbarry,,,0.0,0.0,0.5,0.5,0.4,0.4,0.4,0.4
4763,Kilbarry,,,0.0,0.0,4.8,10.9,12.6,16.3,4.5,10.2
4764,Kilbarry,,,0.7,0.4,2.3,3.4,3.5,6.7,2.2,3.5
4765,Kilbarry,,,0.0,0.0,0.0,0.0,6.6,8.5,2.2,3.2
4766,Kilbarry,,,0.0,0.0,0.0,5.6,6.9,11.1,2.7,5.9
4767,Kilbarry,,,0.0,0.0,0.0,5.2,,,,
4768,Kilbarry,,,0.0,0.0,2.2,4.8,,,,
4769,Kilbarry,,,0.0,0.0,1.7,3.3,,,,
4770,Kilbarry,,,0.0,0.0,0.0,0.0,,,,
4771,Kilbarry,,,0.0,0.0,0.0,0.0,,,,
4772,Kilbarry,,,18.5,21.7,0.0,0.0,,,,
4773,Kilbarry,,,6.9,10.7,2.9,0.0,,,,
4774,Kilbarry,,,7.6,8.6,2.5,5.4,,,,
4775,Kilbarry,,,7.0,9.6,2.7,0.0,,,,
4776,Kilbarry,45,30,19.3,21.2,6.8,16.3,20.0,23.0,6.9,17.0
4777,Kilbarry,20,20,14.0,15.5,4.6,11.0,13.7,16.2,4.8,11.5
4778,Kilbarry,,,13.9,15.3,4.1,11.0,13.7,16.1,4.4,11.4
4779,Kilbarry,,,2.4,2.5,1.0,2.6,2.5,2.7,1.1,2.5
4780,Kilbarry,,,1.4,1.4,0.4,1.5,1.6,1.5,0.5,1.4
4781,Kilbarry,,,1.7,2.3,0.7,1.2,1.6,2.4,0.7,1.3
4782,Kilbarry,,,1.3,2.1,0.5,0.9,1.3,2.2,0.5,0.9
4783,Kilbarry,,,1.3,1.4,0.0,0.9,1.4,1.5,0.2,1.2
4784,Kilbarry,,,2.0,1.7,1.0,1.5,2.3,2.5,0.8,1.9
4785,Kilbarry,,,1.8,2.1,0.5,1.4,2.1,2.0,0.5,1.3
4786,Kilbarry,,,1.9,1.8,0.1,0.9,1.1,1.2,0.3,0.9
4787,Kilbarry,10,10,5.2,5.7,2.2,5.3,6.3,6.8,2.2,5.5
4788,Kilbarry,,,5.1,5.6,1.8,5.2,6.2,6.8,1.8,5.4
4789,Kilbarry,,,0.7,1.2,0.6,1.4,1.6,2.2,0.5,1.4
4790,Kilbarry,,,1.0,1.0,0.3,1.1,1.0,1.0,0.3,1.0
4791,Kilbarry,,,1.9,2.3,0.9,1.6,1.9,2.3,0.8,1.7
4792,Kilbarry,,,1.5,1.2,0.1,1.2,1.6,1.3,0.1,1.3
4793,Kilbarry,15,0,0.0,0.0,0.0,0.0,,,,
4794,Kilcar,5,5,2.1,3.0,1.1,1.9,,,,
4795,Kilcar,5,5,2.1,3.0,1.1,1.9,,,,
4796,Kilcar,,,2.1,2.1,0.6,1.3,1.9,1.9,0.7,1.5
4797,Kilcar,,,,,,,,,,
4798,Kilcar,,,0.8,0.7,0.2,0.8,0.7,0.7,0.3,0.9
4799,Kilcar,,,0.7,0.7,0.0,0.0,0.6,0.6,,
4800,Kilcar,,,0.6,0.7,0.4,0.5,0.6,0.6,0.4,0.6
4801,Kilcarragh,10,9,4.6,7.1,2.5,4.6,2.6,4.1,1.4,2.4
4802,Kilcarragh,5,4.5,2.3,3.5,1.3,2.3,1.3,2.1,0.7,1.2
4803,Kilcarragh,5,4.5,2.3,3.5,1.3,2.3,1.3,2.0,0.7,1.2
4804,Kilcarragh,T421∥T422,,4.6,7.1,2.6,4.6,2.6,4.1,1.5,2.3
4805,Kilcarragh,,,1.7,2.5,0.5,0.9,1.4,2.5,0.7,1.2
4806,Kilcarragh,,,1.5,2.7,0.9,1.7,0.0,0.0,0.0,0.0
4807,Kilcarragh,,,1.0,1.4,1.1,1.7,0.8,1.4,0.6,0.9
4808,Kilcarragh,,,0.4,0.4,0.1,0.2,0.3,0.3,0.1,0.3
4809,Kilcloher,7,5,3.0,4.1,1.3,3.0,3.7,4.3,1.2,2.4
4810,Kilcloher,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4811,Kilcloher,5,5,3.0,4.1,1.3,3.0,3.7,4.3,1.2,2.4
4812,Kilcloher,,,2.9,4.0,1.4,3.1,3.6,4.2,1.3,2.5
4813,Kilcloher,,,1.0,1.0,0.5,1.0,1.2,1.2,0.4,0.9
4814,Kilcloher,,,1.2,1.8,0.5,1.4,1.6,1.7,0.5,0.9
4815,Kilcloher,,,0.7,1.1,0.4,0.7,0.8,1.3,0.4,0.7
4816,Kilcock,20,20,6.6,10.0,3.3,4.6,6.1,9.6,2.7,5.0
4817,Kilcock,10,10,3.8,6.0,1.9,2.7,3.6,5.7,1.6,2.8
4818,Kilcock,,,3.8,6.0,1.9,2.7,3.6,5.7,1.6,2.7
4828,Kilcock,,1.2,0.9,0.9,1.1,1.8,0.6,0.9,,
4829,Kilcock,,2.6,1.1,1.8,2.4,3.8,0.9,1.9,,
4830,Kilcock,10,2.8,1.4,1.9,2.5,3.9,1.1,2.3,,
4831,Kilcock,,2.7,1.2,1.8,2.4,3.7,1.0,2.2,,
4832,Kilcock,,0.8,0.4,0.6,0.7,1.2,0.4,0.5,,
4833,Kilcock,,1.9,0.8,1.2,1.7,2.5,0.6,1.6,,
4834,Kilcock,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4835,Kilcolgan,10,4.7,1.9,4.4,3.8,6.3,2.2,4.8,,
4836,Kilcolgan,5,2.1,0.6,1.6,1.4,2.1,1.0,2.8,,
4837,Kilcolgan,,2.1,0.6,1.5,1.4,2.1,1.0,2.8,,
4838,Kilcolgan,,2.1,0.6,1.5,1.4,2.1,1.0,2.8,,
4839,Kilcolgan,5,2.7,1.3,2.8,2.4,4.2,1.2,2.0,,
4840,Kilcolgan,,2.6,1.2,2.8,2.4,4.1,1.2,2.0,,
4841,Kilcolgan,,2.0,0.9,2.3,1.8,2.7,0.9,1.5,,
4842,Kilcolgan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4843,Kilcolgan,,0.7,0.4,0.5,0.6,1.4,0.3,0.5,,
4844,Kilcoole,9,5.8,2.1,4.4,5.4,7.4,2.3,4.4,,
4845,Kilcoole,4.5,2.9,1.1,2.2,2.4,3.5,1.1,2.1,,
4846,Kilcoole,4.5,2.9,1.1,2.2,3.0,3.9,1.2,2.2,,
4847,Kilcoole,,5.8,2.0,4.4,5.4,7.4,2.1,4.3,,
4848,Kilcoole,,1.3,0.5,0.9,1.3,1.8,0.7,1.2,,
4849,Kilcoole,,2.2,0.8,1.7,1.9,2.6,0.6,1.4,,
4850,Kilcoole,,1.0,0.3,1.0,1.1,1.1,0.2,0.9,,
4851,Kilcoole,,1.3,0.5,0.8,1.1,2.0,0.5,0.9,,
4852,Kilcullen,19,7.1,2.9,4.8,6.5,9.5,2.6,5.2,,
4853,Kilcullen,4.5,1.6,0.6,1.0,1.6,2.0,0.7,1.1,,
4854,Kilcullen,4.5,1.6,0.6,1.0,1.5,2.0,0.6,1.0,,
4855,Kilcullen,,3.3,0.0,2.1,3.2,4.1,1.3,2.0,,
4856,Kilcullen,,1.6,0.0,0.8,1.5,1.8,0.8,0.8,,
4857,Kilcullen,,1.7,0.0,1.2,1.7,2.3,0.5,1.2,,
4858,Kilcullen,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4859,Kilcullen,10,4.0,1.6,2.7,3.4,5.4,1.3,3.2,,
4860,Kilcullen,,4.0,1.7,2.6,3.5,5.0,1.1,3.1,,
4861,Kilcullen,,2.7,1.1,1.8,2.2,3.0,0.4,2.1,,
4862,Kilcullen,,1.3,0.6,0.8,1.3,2.0,0.7,1.0,,
4863,Kildare,30,8.8,2.3,6.1,3.6,4.8,0.0,2.5,,
4864,Kildare,15,4.2,1.1,2.9,1.8,1.6,0.0,1.0,,
4865,Kildare,,4.5,0.8,3.0,6.1,8.1,0.4,4.4,,
4866,Kildare,,1.8,0.4,1.4,1.8,2.4,0.0,1.3,,
4867,Kildare,,2.3,0.3,1.3,0.0,0.0,0.0,0.0,,
4868,Kildare,,0.0,0.0,0.0,4.3,5.8,0.4,3.2,,
4869,Kildare,,0.4,0.1,0.3,,,,,,
4870,Kildare,15,4.6,1.2,3.2,1.8,3.1,0.0,1.5,,
4871,Kildare,,4.4,1.4,3.1,6.7,9.3,1.0,5.2,,
4872,Kildare,,0.0,0.0,0.0,3.9,5.3,0.3,2.9,,
4873,Kildare,,1.7,0.6,1.3,0.3,0.6,0.0,0.4,,
4874,Kildare,,1.8,0.6,1.3,1.7,2.3,0.6,1.3,,
4875,Kildare,,0.8,0.1,0.6,0.7,1.0,0.1,0.6,,
4876,Kilflynn,"{4.17}
5",2.3,1.2,2.0,,,,,,
4877,Kilflynn,"{4.17}
5",2.3,1.2,2.0,,,,,,
4878,Kilflynn,,2.3,1.1,2.0,2.5,3.3,1.2,2.5,,
4879,Kilflynn,,1.0,0.5,1.0,1.3,1.3,0.5,1.2,,
4880,Kilflynn,,0.9,0.4,0.8,0.9,1.5,0.4,0.9,,
4881,Kilflynn,,0.4,0.2,0.2,0.3,0.5,0.3,0.4,,
4882,Kilflynn,{4.17},,,,,,,,,
4883,Kilgarvan,"{0.70}
5",1.3,0.8,1.0,,,,,,
4884,Kilgarvan,"{0.70}
5",1.3,0.8,1.0,,,,,,
4885,Kilgarvan,,1.3,0.0,0.1,0.9,1.7,0.0,0.1,,
4886,Kilgarvan,{0.70},1.2,0.0,0.0,0.8,1.5,,,,
4887,Kilgarvan,,0.1,0.0,0.1,0.1,0.2,0.0,0.1,,
4888,Kilkee,"{4.84}
5",1.7,1.4,1.8,,,,,,
4889,Kilkee,"{4.84}
5",1.7,1.4,1.8,,,,,,
4890,Kilkee,,1.5,1.3,1.9,1.4,2.2,1.4,1.7,,
4891,Kilkee,,0.3,0.4,0.6,0.3,0.4,0.4,0.5,,
4892,Kilkee,{4.84},,,,,,,,,
4893,Kilkee,,0.5,0.4,0.6,0.4,0.7,0.4,0.5,,
4894,Kilkee,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4895,Kilkee,,0.4,0.3,0.4,0.4,0.5,0.4,0.4,,
4896,Kilkee,,0.3,0.2,0.3,0.2,0.5,0.2,0.3,,
4897,Kilkenny,113.4,52.0,19.1,42.5,51.3,54.3,17.6,36.7,,
4898,Kilkenny,56.7,26.0,9.5,21.2,25.5,27.1,8.8,18.3,,
4899,Kilkenny,56.7,26.0,9.5,21.2,25.7,27.3,8.9,18.4,,
4900,Kilkenny,,52.9,19.8,43.7,53.3,63.9,18.2,38.1,,
4901,Kilkenny,,14.8,5.1,11.6,14.6,16.4,4.8,11.6,,
4902,Kilkenny,,5.3,2.0,5.1,6.0,6.1,1.6,4.1,,
4903,Kilkenny,,5.5,2.3,4.1,5.0,7.8,2.2,3.9,,
4904,Kilkenny,,15.9,5.6,12.7,15.2,19.0,5.4,12.9,,
4905,Kilkenny,,7.4,3.2,6.9,10.1,11.9,2.6,0.5,,
4906,Kilkenny,,4.1,1.7,3.3,2.3,2.7,1.7,5.3,,
4907,Killacloyne,"{0.50}
19",15.1,9.9,15.1,14.0,14.7,8.7,12.5,,
4908,Killacloyne,4.5,3.4,1.6,3.2,3.3,3.6,1.5,2.5,,
4909,Killacloyne,4.5,3.4,1.6,3.2,3.1,3.6,1.5,2.6,,
4910,Killacloyne,,6.8,3.2,6.5,6.4,7.2,3.1,5.0,,
4911,Killacloyne,,1.1,0.6,1.1,1.0,1.5,0.3,0.5,,
4912,Killacloyne,,2.0,1.2,2.3,1.9,1.8,1.2,1.6,,
4913,Killacloyne,,1.3,0.4,0.9,1.2,1.9,0.5,0.9,,
4914,Killacloyne,,0.4,0.2,0.3,0.5,0.5,0.2,0.4,,
4915,Killacloyne,,1.2,0.6,1.3,1.1,0.9,0.5,0.9,,
4916,Killacloyne,,0.7,0.3,0.6,0.8,0.7,0.4,0.7,,
4917,Killacloyne,"{0.50}
10",8.3,6.7,8.7,7.6,7.5,5.7,7.4,,
4918,Killacloyne,,7.8,6.5,8.4,7.0,6.8,5.5,7.0,,
4919,Killacloyne,,1.3,1.1,1.6,1.2,1.1,0.9,1.2,,
4920,Killacloyne,,3.3,2.9,3.6,2.8,2.9,2.2,2.8,,
4921,Killacloyne,{0.50},3.1,2.5,3.2,3.1,2.8,2.4,3.0,,
4922,Killeshandra,9,4.4,3.3,4.9,3.9,3.8,3.3,4.2,,
4923,Killeshandra,4.5,2.2,1.6,2.4,1.9,1.9,1.6,2.1,,
4924,Killeshandra,4.5,2.2,1.6,2.4,1.9,1.9,1.7,2.1,,
4925,Killeshandra,,4.4,3.3,4.9,4.0,4.0,3.5,4.3,,
4926,Killeshandra,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4927,Killeshandra,,1.9,2.4,4.0,2.0,1.7,2.7,2.8,,
4928,Killeshandra,,1.3,0.4,0.6,1.3,1.3,0.5,1.1,,
4929,Killeshandra,,1.2,0.5,0.4,0.7,0.9,0.2,0.3,,
4930,Killinick,20,7.2,3.4,6.1,6.4,10.1,3.3,5.6,,
4931,Killinick,10,3.6,1.5,3.0,3.0,4.6,1.5,2.7,,
4932,Killinick,,3.6,1.5,3.0,3.0,4.7,1.5,2.7,,
4933,Killinick,,2.5,0.9,2.0,2.1,3.0,0.9,1.7,,
4943,Killinick,,,0.7,1.2,0.4,0.7,0.6,1.2,0.4,0.6
4944,Killinick,,,0.4,0.5,0.3,0.3,0.4,0.6,0.3,0.4
4945,Killinick,10,10,3.6,5.1,1.9,3.1,3.4,5.4,1.8,3.0
4946,Killinick,,,3.6,5.1,1.9,3.1,3.4,5.4,1.8,2.9
4947,Killinick,,,1.2,1.7,0.6,0.8,1.0,1.7,0.5,0.8
4948,Killinick,,,0.8,1.1,0.7,1.1,0.7,1.1,0.6,0.9
4949,Killinick,,,1.6,2.3,0.7,1.2,1.7,2.6,0.7,1.2
4950,Killoteran,40,40,11.6,9.9,5.0,13.2,12.3,10.9,5.0,12.4
4951,Killoteran,20,20,7.1,5.9,3.2,7.6,7.5,6.0,2.5,4.8
4952,Killoteran,,,7.2,6.0,3.3,7.8,7.6,6.1,2.6,4.9
4953,Killoteran,,,0.5,0.4,0.3,0.5,0.4,0.3,0.2,0.4
4954,Killoteran,,,2.5,2.2,2.3,3.0,2.5,2.6,1.9,2.6
4955,Killoteran,,,0.4,0.3,0.1,0.4,0.4,0.3,0.1,0.4
4956,Killoteran,,,1.4,1.0,0.3,1.4,1.5,0.9,0.3,1.2
4957,Killoteran,,,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.0
4958,Killoteran,,,2.3,2.0,0.2,2.3,2.8,2.0,0.1,0.4
4959,Killoteran,20,20,4.6,4.0,1.8,5.6,4.8,4.9,2.5,7.6
4960,Killoteran,,,4.4,4.0,1.8,5.7,4.9,4.9,2.5,7.7
4961,Killoteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4962,Killoteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4963,Killoteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4964,Killoteran,,,1.9,1.7,0.8,2.0,1.6,1.6,0.6,1.4
4965,Killoteran,,,0.5,0.4,0.4,0.6,0.3,0.3,0.0,0.0
4966,Killoteran,,,2.0,1.9,0.7,3.1,3.0,3.0,2.0,6.3
4967,Killybegs,15,15,3.3,3.2,1.4,2.0,3.0,3.5,1.7,1.9
4968,Killybegs,15,15,3.3,3.2,1.4,2.0,3.0,3.5,1.7,1.9
4969,Killybegs,,,3.3,3.1,1.3,2.0,3.0,3.5,1.7,1.9
4970,Killybegs,,,0.4,0.7,0.3,0.5,0.5,0.6,0.3,0.4
4971,Killybegs,,,1.8,1.5,0.7,1.3,1.3,1.6,0.9,1.1
4972,Killybegs,,,1.1,0.9,0.4,0.3,1.2,1.3,0.5,0.4
4973,Kilmacthomas,10,9,4.7,6.1,2.4,5.3,5.1,6.2,2.1,4.3
4974,Kilmacthomas,5,4.5,2.4,3.0,1.2,2.6,2.4,2.8,1.0,2.1
4975,Kilmacthomas,5,4.5,2.4,3.0,1.2,2.6,2.7,3.4,1.2,2.2
4976,Kilmacthomas,,,4.8,6.0,2.3,5.1,5.1,5.9,2.1,4.2
4977,Kilmacthomas,,,2.4,2.3,0.9,2.5,2.5,2.4,0.9,2.4
4978,Kilmacthomas,,,1.3,2.0,0.8,1.2,1.2,1.6,0.8,1.0
4979,Kilmacthomas,,,1.0,1.8,0.6,1.4,1.3,1.9,0.4,0.8
4980,Kilmagig,7,5,2.8,2.9,0.0,0.0,2.3,3.3,,
4981,Kilmagig,2,0,0.0,0.0,0.0,0.0,0.0,0.0,,
4982,Kilmagig,5,5,2.8,2.9,0.0,0.0,2.3,3.3,,
4983,Kilmagig,,,3.1,3.2,0.0,0.0,2.3,3.6,,
4984,Kilmagig,,,0.0,0.0,0.0,0.0,,,,
4985,Kilmagig,,,0.6,0.9,0.0,0.0,0.4,0.7,,
4986,Kilmagig,,,2.5,2.3,0.0,0.0,,,,
4987,Kilmagig,,,0.0,0.0,0.0,0.0,1.9,2.9,,
4988,Kilmahud,,,33.3,33.2,25.8,25.0,,,,
4989,Kilmahud,,,33.3,33.2,25.8,25.0,,,,
4990,Kilmahud,,,,,,,,,,
4991,Kilmahud,,,,,,,,,,
4992,Kilmallock,10,5,3.9,5.1,1.2,3.7,4.1,5.1,1.1,3.8
4993,Kilmallock,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4994,Kilmallock,5,5,3.9,5.1,1.2,3.7,4.1,5.1,1.1,3.8
4995,Kilmallock,,,3.8,4.8,1.1,3.7,3.9,4.8,1.2,3.7
4996,Kilmallock,,,1.1,1.3,0.5,1.0,1.0,1.3,0.4,0.9
4997,Kilmallock,,,1.4,2.1,0.3,1.4,1.6,2.0,0.3,1.3
4998,Kilmallock,,,1.3,1.5,0.4,1.3,1.3,1.5,0.5,1.6
4999,Kilmartin,5,5,1.4,1.9,0.0,0.0,,,,
5000,Kilmartin,5,5,1.4,1.9,0.0,0.0,,,,
5001,Kilmartin,,,1.4,1.9,0.0,0.0,1.4,2.2,,
5002,Kilmartin,,,0.9,1.0,0.0,0.0,0.5,0.7,,
5003,Kilmartin,,,0.5,0.8,0.0,0.0,0.9,1.5,,
5004,Kilmeaden,5,5,1.2,1.3,0.0,0.0,,,,
5005,Kilmeaden,5,5,1.2,1.3,0.0,0.0,,,,
5006,Kilmeaden,,,1.1,1.4,0.0,0.0,0.8,1.1,,
5007,Kilmeaden,,,0.3,0.3,0.0,0.0,0.2,0.3,,
5008,Kilmeaden,,,0.5,0.8,0.0,0.0,0.4,0.7,,
5009,Kilmeaden,,,0.2,0.3,0.0,0.0,0.2,0.0,,
5010,Kilmoney,15,15,6.6,9.3,3.2,5.1,7.3,10.4,2.6,5.3
5011,Kilmoney,10,10,3.6,5.6,1.9,3.1,4.4,6.6,1.4,2.9
5012,Kilmoney,,,3.3,5.2,1.9,3.1,4.1,6.0,1.4,2.8
5013,Kilmoney,,,1.2,2.1,0.6,1.1,2.1,2.9,0.5,0.9
5014,Kilmoney,,,1.1,1.2,0.4,1.2,1.2,1.3,0.5,1.2
5015,Kilmoney,,,1.0,1.8,0.9,0.8,0.8,1.8,0.4,0.7
5016,Kilmoney,5,5,2.9,3.7,1.3,1.9,2.8,3.8,1.2,2.4
5017,Kilmoney,,,2.8,3.7,1.4,2.0,2.7,3.7,1.3,2.5
5018,Kilmoney,,,1.6,2.5,1.1,1.0,1.7,2.6,1.0,1.6
5019,Kilmoney,,,1.2,1.1,0.3,1.0,1.1,1.1,0.3,0.9
5020,Kilmore,,,40.7,40.5,32.2,36.7,,,,
5021,Kilmore,,,8.9,8.6,5.8,9.5,,,,
5022,Kilmore,,,3.1,3.2,3.3,3.7,,,,
5023,Kilmore,,,0.0,0.0,0.0,0.7,,,,
5024,Kilmore,,,4.1,4.2,3.4,4.3,,,,
5025,Kilmore,,,0.9,0.9,0.9,1.0,,,,
5026,Kilmore,,,23.6,23.7,18.9,17.5,,,,
5027,Kilmore,60,60,16.2,15.9,12.5,17.5,22.7,22.2,11.4,17.2
5028,Kilmore,20,20,8.9,8.6,5.8,9.5,10.7,10.6,4.8,9.2
5029,Kilmore,,,9.0,8.6,5.7,9.5,10.8,10.6,4.7,9.3
5030,Kilmore,,,2.9,2.8,1.7,2.7,3.0,2.9,1.5,2.6
5031,Kilmore,,,1.3,1.6,0.6,1.0,1.4,1.6,0.5,1.2
5032,Kilmore,,,3.2,2.8,2.3,3.9,4.6,4.5,1.9,3.7
5033,Kilmore,,,1.5,1.4,1.0,1.9,1.8,1.6,0.7,1.8
5034,Kilmore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5035,Kilmore,20,20,3.1,3.2,3.3,3.7,3.8,3.6,3.2,3.6
5036,Kilmore,,,3.2,3.2,3.3,3.7,3.8,3.6,3.2,3.6
5037,Kilmore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5038,Kilmore,,,3.0,3.0,3.1,3.4,3.4,3.4,3.0,3.3
5039,Kilmore,,,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.3
5040,Kilmore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5041,Kilmore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
